WHS2_172	AND	Distribution of years of life lost by broader causes (%) - Communicable
WHS2_173	AND	Distribution of years of life lost by broader causes (%) - Noncommunicable
CHOLERA_0000000001	AND	Number of reported cases of cholera
CHOLERA_0000000003	AND	Cholera case fatality rate
WHS2_513	AND	Age-standardized mortality rate by cause (per 100 000 population) - Communicable
WHS6_518	AND	Number of environment and public health workers
WHS6_520	AND	Density of environment and public health workers (per 10 000 population)
NUTRITION_564	AND	Children aged <5 years wasted for age (%)
MDG_0000000034	AND	Antiretroviral therapy coverage among people with advanced HIV infection (%), WHO 2006 guidelines
MENING_1	AND	Number of suspected meningitis deaths reported
MENING_2	AND	Number of suspected meningitis cases reported
MENING_3	AND	Number of meningitis epidemic districts
MDG_0000000005_AGE1519	AND	Contraceptive prevalence, among girls aged 15-19 (%)
MDG_0000000006_AGE1519	AND	Unmet need for family planning, among girls aged 15-19 (%)
MDG_0000000025_AGE1519	AND	Births attended by skilled health personnel, among girls aged 15-19 (%)
WHS4_111_AGE1519	AND	Antenatal care coverage - at least one visit, among girls aged 15-19 (%)
WHS4_108	AND	Children aged <5 years with ARI symptoms who took antibiotic treatment (%)
MALARIA001	AND	Malaria - number of reported deaths
MALARIA002	AND	Estimated number of malaria cases
MALARIA003	AND	Estimated number of malaria deaths
DEVICES09	AND	Total density per million population: Computed tomography units
DEVICES22	AND	Total density per million population: Radiotherapy units
WHS4_2530	AND	Postnatal care visit within two days of birth (%)
WHS2_3070_all	AND	Age-standardized mortality rate by cause (ages 30-70, per 100 000 population) - All causes
WHS2_3070_cancer	AND	Age-standardized mortality rate by cause (ages 30-70, per 100 000 population) - Cancer
WHS2_3070_cdd	AND	Age-standardized mortality rate by cause (ages 30-70, per 100 000 population) - Cardiovasular disease and diabetes
WHS2_3070_chronic	AND	Age-standardized mortality rate by cause (ages 30-70, per 100 000 population) - Chronic respiratory conditions
anc1	AND	Antenatal care coverage - at least one visit (in the two or three years preceding the survey) (%)
sba	AND	Births attended by skilled health personnel (in the two or three years preceding the survey) (%)
anc13	AND	Antenatal care coverage - at least one visit (in the three years preceding the survey) (%)
anc43	AND	Antenatal care coverage - at least four visits (in the three years preceding the survey) (%)
anc45	AND	Antenatal care coverage - at least four visits (in the five years preceding the survey) (%)
sba3	AND	Births attended by skilled health personnel (in the three years preceding the survey) (%)
sba5	AND	Births attended by skilled health personnel (in the five years preceding the survey) (%)
anc4	AND	Antenatal care coverage - at least four visits (in the two or three years preceding the survey) (%)
